target_id,method,n_residues,rmsd_ca,tm_like,gdt_ts_like,distance_mae_long_range,contact_precision_8A,contact_recall_8A
T0986s2,ours,96,12.903799181355799,0.1058317210335194,0.046875,14.773846936827981,0.03492063492063492,1.0
T0986s2,Senior et al.,155,16.507135928921407,0.13483019256327697,0.03387096774193548,8.53660270222347,0.05338078291814947,0.08196721311475409
